Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
756539,https://www.instagram.com/p/DQv7VF7EoSl/?img_index=1,"Hi guyss another exciting recommendation to share with uolls, which is today i nak share one of my favourite - the NEW Cosmoderm PoreFix Repair Biopeel+ Clear Pad in my skincare routine ✨

My skin feels smooth and hydrated. I feel like it really help my skin concern ✨ healing of irregular skin surface to improve appearance of scars & acne marks 🥰

After that, pair it with Glow-C Brightening UV Shield✨ to protect skin from harmful UV rays!

Try them out at @watsonsmy now! 💋

@cosmoderm #Cosmoderm #healthyskin #CosmodermClearPad #aestheticstrength",40,15,,,,,,
1370650,https://www.instagram.com/p/DQxqeT_k0Vj/?img_index=11,"Busy mornings? No problem ☕✨
Just one quick swipe with #CosmodermClearPad keeps my skin fresh, hydrated & glowing all day 💧💛
No more messy toner just easy skincare that fits my routine!

Available now at @cosmoderm & @watsonsmy 💛
#HealthySkin #AestheticStrength",35,2,,,,,,
1054227,https://www.instagram.com/p/DQ3tO1Dk6WW/?igsh=eXcwdG1kcHpxenRl,"Prep. Protect. Glow. ✨

Start your day with Cosmoderm Glow Revive Biopeel+ Clear Pad to gently renew & smooth your skin — then lock it in with Glow-C Brightening UV Shield SPF50+ for all-day protection & radiance ☀️

Because healthy skin = glowing confidence 💛

Now it’s your turn to try out Cosmoderm Clear Pad at Guardian! 

#CosmodermMY #Cosmoderm 
#Biopeel #GlowRevive #CosmodermClearPad #HealthySkin",503,10,1,7,3796,,972,
3366080,https://www.instagram.com/p/DQoRH24ib9G/?img_index=1,"I’ve learned that clear skin isn’t just about looks — it’s about feeling confident and safe in your own glow ✨
Each pad is packed with essence, so no more wasting toner on ordinary cotton pads 🙌
Thank you, @cosmoderm , for making skincare this easy 💛

Your turn to glow — try the Clear Pad at Watsons today!

#COSMODERM #COSMODERMClearPad #AestheticStrength #skincaremadesimple",40,7,0,1,6585,,990,
3369152,https://www.instagram.com/p/DQoL35EAZE6/?img_index=1,"Lowkey obsessed 😳 COSMODERM’s new Clear Pad is that one thing you didn’t know your skin needed. One pad a day keeps the breakout away 💅🏻

Go try it before it sells out—don’t say I didn’t warn you 😌 Try them out now at Watsons!

@cosmoderm @watsonsmy

#healthyskin #CosmodermClearPad #astheticstrength",20,5,0,2,2070,,280,
465468,https://www.instagram.com/p/DQrJJRWj8zu/?igsh=eG5mMzl3Y21kdmk1,"Is your cotton pad stealing your skincare? 👀 

Not this one. Meet the new Cosmoderm GlowRevive BioPeel+ Clear Pad, the one that actually gives back. It gently exfoliates, hydrates, and brightens so your skin feels plump, smooth, and glowy 🌸

Packed with Triacid Complex + TXA, it helps reduce dark spots, even out your skin tone, and keep your barrier strong💪🏻
Use it with Glow-C Brightening UV Shield SPF 50+ PA+++ to lock in that glow and protect your skin under the sun☀️

✨ Your glow starts here, grab your COSMODERM Clear Pad now at @guardianmy !

#HealthySkin #CosmodermClearPad #AestheticStrength
@cosmoderm",67,34,1,3,23635,,1938,
1145312,https://www.instagram.com/p/DQldRoWklNa/?img_index=1,"No time for a full skincare routine? Same 😌
That’s why I’ve been loving the PoreFix Repair BioPeel+ Clear Pad — it keeps my skin smooth, hydrated, and visibly pore-free ✨ Don’t forget to always finish with the Glow-C Brightening UV Shield SPF 50+ PA+++, you don’t want to. UV Rays to harm your skin!

Get your COSMODERM Clear Pad now at Guardian! 💛

#COSMODERM #COSMODERMClearPad #AestheticStrength #SkincareEssentials @cosmoderm @guardianmy",78,4,2,5,16639,,1641,
