Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
335558,https://www.tiktok.com/@kcslife.livingalone/video/7555107475599445266?utm_campaign=tt4d_open_api&utm_source=awtsed5i9xzgi8ph,Decorating my stairs for Christmas while sharing a renter-friendly decor tip with 3M Command™ Products! #3MOfficial #Command #HolidayWithCommand #kcslife #livingalone,142,10,24,19,67100,,,
