Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
1281651,https://www.tiktok.com/@apvle_/video/7562256680935886088?_r=1&_t=ZS-90eBtCwv8YK ,"Baru try Cosmoderm Clear Pads PoreFix & GlowRevive ✨
First impression? Kulit terus rasa fresh, smooth & hydrated 😍
Lepas event haritu terus masuk daily routine 💕

@Cosmoderm

#CosmodermClearPad #MYNewArrivalDayCosmoderm #TikTokShopNewArrivalDayMY #healthyskin #aestheticstrength",8,0,0,1,204,,,
732888,https://vt.tiktok.com/ZSUDvYVSE/ ,"Im not gonna gatekeep my new skincare fave!! COSMODERM just dropped this Clear Pad and it’s been a game changer for my lazy days.
If your skin’s been feeling dull lately, give this one a try 💚 @Cosmoderm
#CosmodermClearPad #MYNewArrivalDayCosmoderm #TikTokShopNewArrivalDayMY #healthyskin #aestheticstrength",14,1,2,2,575,,,
3402602,https://www.tiktok.com/@diniekamilia/video/7562430874520718612,"i’m here for restocking my fav Clear Pads from Cosmoderm ! still not over with the Cosmoderm event💚

tried it for 30days and i can say my pores has been shrinking A LOT, worth my penny i must say. you guys really need to try it! @Cosmoderm

#CosmodermClearPad #MYNewArrivalDayCosmoderm #TikTokShopNewArrivalDayMY #healthyskin #aestheticstrength",61,1,0,10,1344,,,
3400610,https://www.tiktok.com/@anislean/video/7560214723887762696?q=anis%20lean%20body&t=1760411273122,So happy i finally found the best local clear pad! Go grab yours today & thank me later! 💋 @Cosmoderm #cosmodermclearpad #mynewarrivaldaycosmoderm #tiktokshopnewarrivaldaymy #healthyskin #aestheticstrength,21,6,1,0,394,,,
3379654,tiktok.com/@suhaimashamsudin/video/7560147225481989383?_t=ZS-90TZ5B2JhQr&_r=1,"THIS is what my skin’s been waiting for🥰
I’ve been obsessed with the NEW Cosmoderm Clear Pad. My quick fix for fresh, clear skin .

Just swipe & go, and your skin feels instantly smoother and brighter.

Don’t walk, run to @Cosmoderm to grab yours now!

#CosmodermClearPad #MYNewArrivalDayCosmoderm #TikTokShopNewArrivalDayMY #healthyskin #aestheticstrength",346,6,6,10,3050,,,
922475,https://vt.tiktok.com/ZSUDALKJG/,"clear skin? let’s talk about the pad that changed my routine 💚

yesterday’s @Cosmoderm Clear Pad event was such a blast! loved getting to share my skincare journey and experiences alongside the amazing and inspiring @Mekyun ✨

truly enjoyed everything from start till end. the crowd was so warm, and we had such a good time sharing stories, talking about skincare routines, and opening up about our skin concerns 🥹🫶🏽

i’ve personally been using the Cosmoderm PoreFix Repair BioPeel+ Clear Pad for 30 days now, and honestly, i’m in love. it helped smooth out my skin texture, reduce tiny bumps, and fade my acne marks, my pores look refined and my skin feels clearer and healthier than before 💚

if you’re looking for that post-facial glow without the facial, you need to try this one. trust me, your skin will thank you ✨

#CosmodermClearPad #MYNewArrivalDayCosmoderm #TikTokShopNewArrivalDayMY #healthyskin #aestheticstrength",491,8,55,16,7769,,,
