Influencer ID,Post URL,Post Caption,Likes,Comments,Saves,Shares,Views,Impressions,Reach,Post Image URL
1299781,https://www.tiktok.com/@bupberbam/video/7536122926332906770,"อยากกินขนมญี่ปุ่นแท้ๆ ไม่ต้องบินไปไกลถึงญี่ปุ่นแล้วนะ! ไดฟูกุฮอกไกโดมิลก์ หาซื้อง่ายที่เซเว่นใกล้บ้าน ราคาแค่ 25 บาท คุ้มกว่านี้ไม่มีแล้ว‼️🍡

#ไดฟุกุโทกาจิ #TokachiSweets #นมฮอกไกโด #ฟินใน25บาท #tokach",16,1,1,,294,,,
