Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
1315227,https://www.tiktok.com/@tortorpardak/video/7606337302591229204?_r=1&_t=ZS-93t8dAHk7Fs,"ไอเดียของขวัญวันวาเลนไทน์ ที่ดีต่อใจ และอร่อยด้วย บางทีของขวัญไม่ต้องมีราคาแพง แต่ มีประโยชน์และแสดงถึงความห่วงใยกันได้ @alpro 
 #Alpro  #อัลโปร  #บอกรักด้วยmugsคู่อัลโป ",141,3,0,4,,,,
611337,https://www.tiktok.com/@thomas_suii/video/7605864843580656903?_r=1&_t=ZS-93qznfm99py,ดูแลคนที่เรารัก😘ด้วยการมอบสุขภาพที่ดีให้🌹 #Alpro #อัลโปร #บอกรักด้วยMugsคู่อัลโปร@Alpro Thailand ,14,4,0,0,,,,
