ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
1330379,https://vt.tiktok.com/ZSfj43WUU/,"Stop ribet campur-campur lotion + serum ya bestie 😭✨
Aku sekarang cukup pake Vaseline Ijo aja buat atasi kulit kasar & gradakan.
Udah all in one beauty clinic grade serum yang ada gentle exfoliator (AHA + BHA + PHA), GlutaGlow & 4D Hyaluron.
Beneran bikin kulit halus & cerah glowing tanpa over-exfo 🫶🏻
Aman dipake setiap hari ✨ @Vaseline Indonesia
#GlutaHyaSmoothing #BeautyClinicGradeSerum #VaselineIjo
#BikinKulitMulus #GentleExfoliator",44,33,44,3,173,,,
