Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
103964,https://www.instagram.com/p/DRJ5ju4D8b7/,"Guys, COSMODERM sedang adakan kempen Blind Box 🎁 Hadiah misteri bernilai lebih RM560,000 menanti korang! 😍

Senang je — beli produk COSMODERM bernilai RM35 ke atas dekat Big Pharmacy, terus dapat Blind Box! 💥

Cepat dapatkan kat Big Pharmacy sementara stok masih ada! 🏃‍♀️💨

#COSMODERMBlindBox #COSMODERMReveal #COSMODERMUnbox #MysteryftWithPurchase
@cosmoderm",85,1,,,1805,,,
721745,https://www.instagram.com/p/DRXFQiaErSP/,"Kalau ada chance dapat surprise besar… siapa je tak nak kan? 🤭🎁 Spend minimum RM35 on any COSMODERM products at Healthlane Pharmacy & you’ll get 1 Blind Box, every box ada mystery gift 👀✨

Best part?
You’re also in the running to win prizes worth a total of RM560,000! 😍🔥

I sampai buat dua trip tau… nak dapat 2 Blind Box punya pasal 🤣 Jom try your luck!

@cosmoderm #CosmodermUnbox #BlindBoxSurprise #HealthlanePharmacy",24,9,,,483,,,
31333,https://www.instagram.com/p/DQ_vX6VEzin/,"Done join the bandawagon over Blind Box campaign by @cosmoderm 🤭 & I love it ! 🤩 Siapa je tak suke surprise kan ? So kalau korg nak menang hadiah best best cepat grab brg COSMODERM dekat mana mana Hero Market store berdekatan. Make sure purchase RM35 above tau ! So jommmm ✨✨

#COSMODERMBlindBox #COSMODERMReveal #COSMODERMUnbox #MysteryGiftWithPurchase",,0,,,860,,,
489668,https://www.instagram.com/reel/DQ9MQajEvGz/,"🎉 COSMODERM ada Blind Box tau korang! 🎁
Dengan setiap pembelian RM35 dan ke atas, korang akan dapat Blind Box PERCUMA! 😍
Bukan tu je — COSMODERM pun nak bagi hadiah bernilai lebih RM560,000!! Banyak gila kan?! 😱💖

So tunggu apa lagi? Jom shopping produk COSMODERM dekat Alpro Pharmacy sekarang sebelum habis! 🛍️✨

#COSMODERMBlindBox #COSMODERMReveal #COSMODERMUnbox #MysteryGiftWithPurchase",28,8,,,120000,,,
256045,https://www.instagram.com/reel/DRTm4XuEjeJ/,"COSMODERM BLIND BOX dah launch! 🎁✨

Belanja RM35+ untuk produk COSMODERM & terus dapat kotak misteri dengan hadiah/baucar menarik 😍

Jumlah hadiah bernilai RM560,000 menanti korang!

➡️ Cepat dapatkan Blind Box kat Watsons sekarang! 💛🔥

#COSMODERMBlindBox #COSMODERMReveal #COSMODERMUnbox #MysteryGiftWithPurchase @cosmoderm",21,0,,,1431,,,
989943,https://www.instagram.com/reel/DRW9o86Em8h/,"Cosmoderm ada Blind Box tau korang , dengan setiap pembelian RM 35.00 Ringgit dan ke atas , korang akan dapat Blind Box Percuma , bukan tu je Cosmoderm pun nak bagi hadiah bernilai lebih RM 560,000 Ringgit , banyak gila kan , so tunggu apa lagi , jom shopping produk Cosmoderm dekat Big Pharmacy sekarang sebelum habis ! @cosmoderm #CosmodermBlindBox #CosmodermReveal #CosmodermUnboxing #MysteryGiftWithPurchase",48,0,,,4039,,,
240381,https://www.instagram.com/reel/DQ9HuFljw37/,"这盲盒里没有娃娃🤯
不是我说Cosmoderm 你这有点太夸张😱
买RM35任何cosmoderm产品
就有机会抽中🔥总价值RM560,000的好礼🎁
谁抽到真的太幸运了吧！

在Watsons找得到哦！

#COSMODERMBlindBox #COSMODERMReveal #COSMODERMUnbox #MysteryGiftWithPurchase",60,13,,,2979,,,
757524,https://www.instagram.com/reel/DRKIvnsjyTY/,"Cosmoderm Blind Box is such a steal 🔥

Affordable, fun, and packed with skincare goodies.
Honestly… worth it!
Purchase RM35 & above on any COSMODERM products at participating outlets — and you’ll receive 1 Blind Box packed with exciting vouchers or mystery gifts! 🎁
Total prizes worth RM560,000 up for grabs 🔥

Grab yours now at Guardian!

#COSMODERMBlindBox #COSMODERMUnbox #MysteryMeetsBeauty #UnboxTheMystery",67,6,,,2592,,,
