Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
195799,https://www.facebook.com/reel/1573953187358078/,"Nitori เปิดสาขาใหม่ ที่แฟชั่นไอส์แลนด์แล้วว 🤩✨
มาบุกให้ชาวรามอินทราได้ช้อปจุใจ กับสินค้าและเฟอร์นิเจอร์ดีไซน์สวย คุณภาพเดียวกับญี่ปุ่น 🇯🇵
บอกเลยช้อปเรื่องบ้าน ครบจบในที่เดียว แถมยังมีโปรโมชั่น และกิจกรรมอีกมากมายให้ร่วมสนุกอีกด้วย รีบเลย!
📍 Nitori แฟชั่นไอส์แลนด์ ชั้น 3 โซน Caribbean 
 #NITORIThailand #NITORI #NITORIforall #NITORIFashionIsland #NITORI11thStoresThailand",19,11,,,282,,,
611206,https://www.facebook.com/reel/846815741478788/,"ใครเป็นสายแต่งบ้านห้ามพลาด!🏠🇯🇵
NITORI เปิดสาขาใหม่ที่ Fashion Island 3rd Floor แล้ว✨
#NITORIThailand #NITORI #NITORIforall #NITORIFashionIsland #NITORI11thStoresThailand",15,,,,280,,,
559321,https://www.facebook.com/reel/1572276280563812/?s=single_unit,"NITORI เปิดสาขาใหม่ที่ Fashion Island แล้วนะทุกคน🎉 ที่นี่รวมครบทั้งเฟอร์นิเจอร์และของใช้ภายในบ้าน ดีไซน์สวย คุณภาพเดียวกับญี่ปุ่น🇯🇵 
‼️โปรโมชั่นเปิดร้าน
(ถึงวันที่ 19 ม.ค. 69 หรือจนกว่าของแถมจะหมด)
1️⃣ ซื้อครบ 1,500 บาทขึ้นไป/ใบเสร็จ + กดติดตามโซเชียลมีเดียของนิโตริ 
👉🏻 รับฟรี! ถุงช้อปปิ้งใบใหญ่ ลายลิมิเต็ด
👉🏻 และรับสิทธิ์หมุนวงล้อลุ้นของรางวัลเพิ่ม
2️⃣ ซื้อสินค้าครบตามยอดที่กำหนด + กดติดตามเชียลมีเดียของนิโตริ 
👉🏻 รับคูปองส่วนลดไว้ใช้ครั้งถัดไป (มูลค่าสูงสุด 500 บาท)
📍ร้านอยู่ชั้น 3 โซน Caribbean ข้างร้าน Don Don Donki
🌐 ช่องทางติดตาม
Facebook: Nitori Thailand
Instagram: nitorithailand
TikTok: nitorithofficial
YouTube: Nitori Thailand Official
#NITORIThailand #NITORI #NITORIforall
#NITORIFashionIsland #NITORI11thStoresThailand",14,13,,,184,,,
3380248,https://www.facebook.com/share/r/15UkuBvKGQE/?mibextid=wwXIfr,Nitori สาขาที่ 11 ในไทยมาแล้วค่าาา ที่ Fashion Island ชั้น 3 !!! ไปช้อปกันทุกคน  #NITORIThailand #NITORI #NITORIforall #NITORIFashionIsland #NITORI11thStoresThailand,28,,,,431,,,
260107,https://www.facebook.com/share/r/1DERMwGjp7/,"สายมินิมอลมาด่วน Nitori สาขาที่ 11 เปิดแล้ว ที่ Fashion Island ชั้น 3 โซน Caribbean ✨️
ช้อปของแต่งบ้านและของใช้สไตล์ญี่ปุ่นมากมาย ที่นิโตริ ช้อปเรื่องบ้าน ครบจบในที่เดียว 🚪
📍ช่องทางการติดตาม
Facebook: Nitori Thailand
Instagram: nitorithailand
TikTok: nitorithofficial
YouTube: Nitori Thailand Official
#NITORIThailand #NITORI #NITORIforall #NITORIFashionIsland #NITORI11thStoresThailand",8,,1,,263,,,
