Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
3378556,https://www.instagram.com/p/DPvmjdVjzbb/,"Hurry up!💕 @cosmoderm Roadshow is now at Mydin Tunjong, Kelantan — only until 14th October! Last day is tomorrow, so make sure to drop by for exciting promos and free gifts 😍

And keep a lookout on their social media — there might be more roadshows coming your way soon! 👀 You could also swap an empty bottle for a brand new Micellar range item — only available on weekends, and while stocks last! 💧✨

#CosmodermBeautyMarket #CosmodermRoadshow #CosModerm #Mydin #LocalSkincareLove #SkincareOnTheGo @cosmoderm @mydinmalaysia",,2,,,1514,,,
784282,https://www.instagram.com/reel/DPlXOU1E952/,"✨ COSMODERM ROADSHOW IS HERE! ✨

Guess where I am?
I’m at the COSMODERM Roadshow at Mydin Tunjong, Kota Bharu!

📆 8 – 14 Oktober 2025
And seriously, banyak promo gila best yang korang tak boleh miss! 😍

Here’s what’s waiting for you:
💧 Free skin analysis
🎁 Free goodies & felt bag
🍿 Free popcorn
💄 Free beauty kit

PLUS! Jangan lupa datang masa Happy Hour ⏰
📅 Jumaat – Ahad | 🕑 2PM – 4PM
🔥 Bawa ANY botol makeup remover kosong (300ml) & redeem Cosmoderm Micellar 4-in-1 FREE!

Cepat datang sebelum stok habis! 🏃‍♀️💨

#COSMODERM #COSMODERMROADSHOW #MYDIN #SkincareOnTheGo #JomSinggahCOSMODERM #COSMODERMBeautyMarket
@cosmoderm @mydinmalaysia",,16,,,1722,,,
3369723,https://www.instagram.com/reel/DPsN_vGE7Wm/,"Pengguna Cosmoderm atau yang baru nak cuba , jom serbu Cosmoderm X Mydin Roadshow kat Mydin Tunjong, Kota Bharu ! Menarik dooh promotions kat sini, BUY 1 FREE 1 pun ada, rugi kalau tak datang 😍 @cosmoderm @mydinmalaysia

📍Mydin Tunjong, Kota Bharu
📆 8 Oktober - 14 Oktober 2025

Happy Hour ⏰❗️
Jumaat - Ahad ( 2PM - 4PM ONLY)
- Bawa ANY botol kosong micellar water minimum 150ml & tukar dengan Cosmoderm Micellar Water 4-in-1 yang baru secara PERCUMA 😍

#COSMODERM #COSMODERMROADSHOW #COSMODERMBeautyMarket #MYDIN #SkincareOnTheGo #JomSinggahCOSMODERM",,,,,4699,,,
1280743,https://www.instagram.com/reel/DPlaKGVkxyl/,"Jom pakat serbu Cosmoderm X Mydin Roadshow kat Mydin Tunjung gais, banyak dooh offer dia bagi, x jupo doh offer gini kat mano2 tau✨❤️

📍Mydin Tunjung, KB
8 Oktober - 14 Oktober 2025

📢 Special Offer Alert!
Bawak ANY botol makeup remover kosong (saiz penuh 300ml) dan tukar dengan Micellar 4-in-1 yang baru – PERCUMA je! 😍
🗓️ Jumaat - Ahad
⏰ 2PM – 4PM sahaja!
Stok terhad tau, siapa cepat dia dapat!

#COSMODERM #COSMODERROADSHOW #MYDIN #SkincareOnTheGo #JomSinggahCOSMODERM #COSMODERbeautymarket @cosmoderm @mydinmalaysia",,,,,743,,,
