Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
1269599,https://www.tiktok.com/@chaesteban_/video/7580241764976446727,"Shop some treats with me for this holiday season! Visit the SM Store now to play the Snacks Game and get the chance to win some prizes or vouchers! #SnacksAtTheSMStore
#SnacksGame #SnackIdeas #HolidayGifts #giftideas",230,2,1,4,3718,,,
560454,https://www.tiktok.com/@itsmommyjenn/video/7577353433259232532,"Christmas is just around the corner 🎄🎅

Visit Snacks at the SM Stores near you and enjoy the sweetest treat by doing this cute game and get a chance to win awesome prizes and vouchers. 🍪🍭🍬

No need for Christmas rush because as early as now you can visit Snacks at the SM Stores near you and check out all those goodies perfect gifts this coming Holiday season. 🎄🎅

#SnackAtTheSMStore
#TheSnackGame 
#SnackIdeas
@Snacks at SM Store ",50,40,50,41,342,,,
