Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
259871,https://www.tiktok.com/@initehwini/video/7541282380863081746,"Wargaaaa BANYUWANGI mana suaranyaaa???🔥🔥🔥
Royco TokTokWuoww 2025 BALIK LAGI & siap GREBEK dapur kita😱🍲

🎁 Gassss stok Royco varian apapun di rumah, karena bisa dapetin langsung HADIAH TUNAI Rp300.000💸✨
Jangan sampe kelewatan, buruan stok sekarang juga sebelum telat!⏰

@Ayam Roy by Royco Indonesia
#RoycoTokTokWuoww #GrebekRumahRoyco #RoycoIndonesia
#Banyuwangi
#masukberanda",352,12,72,11,2656,,,
1330379,https://www.tiktok.com/@selymaretidaniar/video/7541331029659880711,"Siap siap yaaa untuk Warga Cimahi‼️ Karena Royco TokTokWuoww 2025 hadir lagi!🎉 Saatnya bikin masakan jadi lebih seru, lebih nikmat, dan lebih #Wuoww✨
Makanya jangan lupa sedia stok Royco dirumah yaa, siapa tau kali ini kesempatan kamu buat bisa dapetin hadiah Rp 300.000 @Ayam Roy by Royco Indonesia 🎉🎁

#RoycoTokTokWuoww #GrebekRumahRoyco #RoycoIndonesia",55,41,4,2,360,,,
490452,https://www.tiktok.com/@yolaraslah/video/7540214760206290181,"🥘Buibu Banyuwangi, waktunya stok Royco di rumah🍳
Royco Toktokwuoww 2025 hadir lagi! @Ayam Roy by Royco Indonesia
Masakan makin mantap, plus ada hadiah Rp300.000 kalau stok Royco di rumah🎁✨
Wuowww banget, jangan sampai kelewat!
#RoycoTokTokWuoww #GrebekRumahRoyco #RoycoIndonesia",1005,2,1`,0,12500,,,
