Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
915381,https://www.tiktok.com/@crisostomokate/video/7535738019865693458?_r=1&_t=ZS-8yflVBR1R8a,What do you mean I can get a chance to see Lauv and other top OPM artists live just by buying a Jollibee meal with Coke via Grab? So sulit! #CokeStudioSeasong #CokeStudioPH #CokeStudioLive,1009,3,13,150,30900,,,
