Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
3407013,https://www.tiktok.com/@ezerestrada/video/7581737944243768597,"Found a tumbler that actually keeps up with my day and the brand is Hydrate from the SM Store. Affordable, stylish, and perfect for someone like me na laging on the go.

Got it from SM so visit the nearest SM Store for your accessory needs! #Hydrate #SMFashion #SMStore @SM Fashion ",58,7,8,9,4048,,,
3407037,https://www.tiktok.com/@barondacara/video/7580304555561258261,Been bringing these Hydrate Tumblers everywhere this Christmas rush. Truly the most practical gift for yourself or someone else. Available now at The SM Store.  #HydrateTumblers #TheSMStore@SM Fashion ,116,4,18,12,3412,,,
