AnyTag Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
48479,https://www.instagram.com/reel/DP2vMutk79j/,"Vaseline ijo ini beneran bikin no more chicken skin 🎉 keliatan kan before afternya di kulit aku😍

Buruan deh cobain juga, check di e-com favorite kalian! 

@vaselineid
#GlutaHyaSmoothing #BeautyClinicGradeSerum #VaselineID",3,1,0,0,1000,,,
