Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
604657,https://www.tiktok.com/@saraitsmeh0/video/7611514049918127367,"ใช้ได้ทั้งผิวหน้าผิวตัว ผิวแห้งผิวแพ้ง่ายก็รอด
 #CetaphilTH #ForEveryonesSensitiveSkin #CetaphilMoisturisingLotion #Cetaphilทุกผิวแพ้รอดได้",5,,,,298,,,
