ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
3375303,https://www.tiktok.com/@maqfiraaw/video/7581836127619910919,"Siapa nih yang deket rumahnya ada pedagang atau penjual unik? Yuk ikutin keseruan Activation bareng @stopcold.andalan sampai tanggal 12 Desember 2025

#StopColdMulaiSekarang #fyp #obatfludanbatuk",30,4,3,0,345,,,
