ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
954765,https://www.instagram.com/p/DRI8OWgEowU/,"🌸 Pengen kulit halus dan cerah tanpa ribet perawatan mahal di klinik? ✨ Vaseline Gluta-Hya Smoothing Perfector hadir sebagai solusi! Serum *beauty clinic grade* ini akan membuat kulitmu mulus bagaikan perawatan profesional. 😍

Dengan kandungan 70x Hydroxy Acid Complex sebagai *gentle exfoliator*, serum ini ampuh mengangkat sel kulit mati penyebab kulit kasar dan bertekstur. Bye bye kulit kusam! 👋

Rasakan sendiri perubahan kulitmu setelah menggunakan Vaseline Gluta-Hya Smoothing Perfector. Kulit jadi lebih halus, cerah, dan sehat! 😉

#VaselineID #BeautyClinicGradeSerum #GentleExfoliator @vaselineid",14,0,0,0,568,,,
