Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
738588,https://www.tiktok.com/@itsirishdiy/video/7580318935434857749,Season’s getting sweeter 🥤 Don’t miss the NEW limited-edition Coke Emoji Cup! Join the Emoji Cup promo and score exciting prizes! Available in select stores only. #CocaColaPH #PaskongCocaCola #RefreshTheHolidays #CokeEmojiCup DOH-FDA CFRR Permit No. 1498 s. 2025  SIP THE SEASON WITH COKE EMOJI CUP 2025,650,3,7,12,8848,,,
1371488,https://www.tiktok.com/@aileenjoycesantiago/video/7583987869044247828,"It's time to enjoy the holidays with a Coke in the Emoji Cup

Available in select stores only

Extended until December 30,2025

DOH-FDA CERR Permit No. 1498 s. 2025
SIP THE SEASON WITH COKE EMOJI CUP 2025

#aileenjoycesantiago #CocaColaPH #PaskongCocaCola
#RefreshTheHolidays #CokeEmojiCup",33,7,0,4,468,,,
259616,https://www.tiktok.com/@anndie__girl/video/7579959060250758408,Christmas made special with the Coca-Cola's Limited Edition Emoji Cup! 🥤 Just order any Coke participating combo meal at any participating restaurants for a chance to win it and other prizes! Available in select stores only. #CocaColaPH #RefreshTheHolidays #CokeEmojiCup #PaskongCocaCola DOH-FDA CFRR Permit No. 1498 s. 2025 SIP THE SEASON WITH COKE EMOJI CUP 2025,1347,2,2,34,20230,,,
625699,https://www.tiktok.com/@mariannemaee/video/7580275377050799367,Didn’t expect to be this hungry today but here we are 😂 Dropped by Greenwich and sakto may holiday promo si Coke with participating combo meals. Plus the Emoji Cup is so cute 🥤✨ #CocaColaPH #PaskongCocaCola #RefreshTheHolidays #CokeEmojiCup  DOH-FDA CFRR Permit No. 1498 s. 2025 SIP THE SEASON WITH COKE EMOJI CUP 2025,846,2,4,27,8915,,,
930874,https://www.tiktok.com/@meetmarielle/video/7584001619931434256,"I got my own limited edition Coca-Cola Emoji Cup simply after playing the emoji game! 🥤❤️ Try it now, so you can get a chance to win this and enjoy your holidays with the limited edition Emoji Cup! ❤️ Available in select stores. The promo extended until December 30! #CokeEmojiCup #PaskongCocaCola #CocaColaPH #RefreshTheHolidays DOH-FDA CFRR Permit No. 1498 s. 2025 SIP THE SEASON WITH COKE EMOJI CUP 2025",660,2,7,25,7998,,,
