Influencer ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
1299781,https://www.tiktok.com/@bupberbam/video/7547724290641104136,"ก่อนจะมาเจอ COCKPIT
บอกเลยว่า…โดนหลอกมาหนักมาก 😩
ทั้งเปลี่ยนของไม่ตรงรุ่น เสนอของเกินความจำเป็น หรือราคาก็แอบแรงแบบงง ๆ ตอนนี้เจอที่ใช่แล้ว ไม่กลับไปโดนหลอกอีกแน่นอน 🫶 #เรื่องนี้ต้องดูู #fyp #แชร์ประสบการณ์ #pov",27,0,0,0,5244,,,
